path	disposition	provider	rationale	inventory_origins
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/hashcalc.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/hashtemplate.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/hsv.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/ini.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/inisup.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/int.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/iostruct.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/jshell.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/keyboard.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/keyboard.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/lcw.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/load.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mempool.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mixfile.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mixfile.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mono.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mpmath.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mpu.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/msgloop.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/msgloop.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/multilist.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/multilist.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mutex.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mutex.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/notifier.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/nstrdup.cpp	production-compiled	GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/nstrdup.cpp	compiled and runtime-witnessed by the M19 original-support harness	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/nstrdup.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/ntree.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/palette.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/pcx.H	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/pcx.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/pipe.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/pk.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/ramfile.cpp	production-compiled	GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/ramfile.cpp	compiled and runtime-witnessed by the M19 original-support harness	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/random.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rawfile.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rc4.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rc4.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rcfile.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rcfile.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/readline.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/readline.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/realcrc.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/realcrc.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/ref_ptr.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/refcount.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/refcount.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/registry.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/registry.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rgb.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rle.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rndstrng.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rndstrng.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rng.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/rsacrypt.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/sampler.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/sampler.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/sha.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/sha.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/shapeset.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/sharebuf.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/simplevec.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/slnode.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/srandom.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/srandom.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/stimer.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/stl.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/straw.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/strtok_r.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/strtok_r.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/surfrect.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/systimer.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/systimer.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/tagblock.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/textfile.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/textfile.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/tgatodxt.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/tgatodxt.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/thread.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/thread.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/timer.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/trackwin.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/trect.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/trim.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/trim.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/uarray.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/vector.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/verchk.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/verchk.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/visualc.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/widestring.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/widestring.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/win.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/win.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/wwfile.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/wwfont.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/wwstring.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/wwstring.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/xmouse.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/xpipe.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/xstraw.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/xsurface.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/xsurface.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/Vector3i.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/aabox.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/aabox.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/aabtreecull.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/aabtreecull.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/aaplane.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/cardinalspline.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/cardinalspline.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/castres.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/catmullromspline.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/catmullromspline.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmath.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmath.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathaabox.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathaabox.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathaabtri.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathfrustum.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathfrustum.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathinlines.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathline.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathline.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathobbobb.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathobbox.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathobbtri.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathplane.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathplane.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/colmathsphere.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/cullsys.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/cullsys.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/culltype.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/curve.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/curve.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/euler.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/euler.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/frustum.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/frustum.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/gridcull.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/gridcull.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/hermitespline.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/hermitespline.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/lineseg.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/lineseg.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/lookuptable.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/lookuptable.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/matrix3.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/matrix3.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/matrix3d.cpp	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/matrix3d.h	excluded	M19	deferred until the M19 original WW support provider is linked	ZH_LEGACY_ZH_WWSUPPORT_SOURCES
